Property,Project Name,Type of Property,Transaction Type,City,Area Name,Location,Price,Covered Area,Carpet Area,Carpet Area Unit,Bathroom,Floor No,Ownership Type,Possession Status,furnished Type,isPrimeLocationProperty,Gymnasium,Swimming Pool,Security,Club House,Developer,Maintenance Charges,Maintenance Type,Parking Lot Count,Has Covered Parking,Price per sqm
2 BHK Flat,Dosti Oak,Apartment,Resale,Thane,Balkum village,"Balkum village, Thane",12000000,639,,,2,17,,Ready to Move,Semi-Furnished,0,0,0,0,0,DOSTI REALTY,,,0,0,18779.34272
2 BHK Flat,,Apartment,Resale,Thane,Vasant Vihar,"Vasant Vihar, Thane",12000000,1000,,,2,,,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,12000
1 BHK Flat,Godrej Emerald,Apartment,New Property,Thane,Bhayandarpada,"Bhayandarpada, Thane",15800000,921,921,Sq-ft,3,20,Freehold,Ready to Move,Unfurnished,0,0,0,0,0,Godrej Properties,,,0,0,17155.26602
1 BHK Flat,,Apartment,Resale,Thane,Majiwada,"Majiwada, Thane",2800000,450,,,2,1,,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,6222.222222
2 BHK Flat,,Apartment,New Property,Thane,Panch Pakhdi,"Panch Pakhdi, Thane",15000000,840,,,2,5,Co-operative Society,Ready to Move,Furnished,0,0,0,0,0,,,,0,0,17857.14286
1 BHK Flat,,Apartment,Resale,Thane,Charai,"Charai, Thane",4900000,350,235,Sq-ft,1,4,Co-operative Society,Ready to Move,Semi-Furnished,0,1,1,1,1,,,,0,0,14000
1 BHK Flat,Dev Daya,Apartment,Resale,Thane,Pokharan Road Number 1,"Pokharan Road Number 1, Thane",8000000,510,,,1,3,,Ready to Move,Furnished,0,0,0,0,0,Dedhia Group,,,0,0,15686.27451
1 BHK Flat,Bhoomi Acres Phase 2,Apartment,Resale,Thane,Thane West,"Thane West, Thane",5300000,520,,,1,6,,Ready to Move,Semi-Furnished,0,0,0,0,0,BHOOMI GROUP,,,0,0,10192.30769
1 BHK Flat,Lodha Crown,Apartment,Resale,Thane,Majiwada,"Majiwada, Thane",6000000,317,,,2,21,,Ready to Move,Unfurnished,1,0,0,0,0,Lodha,,,0,0,18927.44479
1 BHK Flat,,Apartment,Resale,Thane,Vartak Nagar,"Vartak Nagar, Thane",8500000,565,500,Sq-ft,1,2,Co-operative Society,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,0,0,15044.24779
1 BHK Flat,,Apartment,Resale,Thane,Thane West,"Thane West, Thane",6700000,720,,,2,13,,Ready to Move,Furnished,1,0,0,0,0,,,,0,0,9305.555556
1 BHK Flat,Puraniks Grand Central,Apartment,Resale,Thane,Vartak Nagar,"Vartak Nagar, Thane",7500000,485,420,Sq-ft,1,20,,Ready to Move,Unfurnished,1,0,0,0,0,Puranik Builders ltd.,,,0,0,15463.91753
1 BHK Flat,,Builder Floor Apartment,Resale,Thane,Majiwada,"Majiwada, Thane",4500000,475,,,1,2,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,0,0,9473.684211
1 BHK Flat,Vegas Plaza,Apartment,Resale,Thane,Owale,"Owale, Thane",5400000,555,410,Sq-ft,1,5,,Ready to Move,Unfurnished,1,0,0,0,0,,,,0,0,9729.72973
2 BHK Flat,,Apartment,Resale,Thane,Thane West,"Thane West, Thane",10000000,750,,,1,1,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,0,0,13333.33333
1 BHK Flat,,Apartment,Resale,Thane,Thane West,"Thane West, Thane",3500000,350,,,1,1,,Ready to Move,Unfurnished,1,0,0,0,0,,500,Monthly,0,0,10000
1 BHK Flat,,Apartment,Resale,Thane,Hiranandani Estate,"Hiranandani Estate, Thane",8500000,620,450,Sq-ft,1,12,Freehold,Ready to Move,Furnished,1,1,1,1,1,,,,0,0,13709.67742
1 BHK Flat,,Apartment,Resale,Thane,Thane West,"Thane West, Thane",2500000,225,200,Sq-ft,1,3,Freehold,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,11111.11111
1 BHK Flat,,Apartment,Resale,Thane,Thane West,"Thane West, Thane",5100000,418,,,1,16,,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,12200.95694
1 BHK Flat,,Apartment,Resale,Thane,Savarkar Nagar,"Savarkar Nagar, Thane",2999900,533,,,1,4,,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,5628.330206
1 BHK Flat,Bhoomi Acres Phase 2,Apartment,Resale,Thane,Waghbil,"Waghbil, Thane",5800000,520,,,1,6,,Ready to Move,Semi-Furnished,0,0,0,0,0,BHOOMI GROUP,,,0,0,11153.84615
1 BHK Flat,Raunak Unnathi Woods Phase 7,Builder Floor Apartment,Resale,Thane,Anand Nagar Thane West,"Anand Nagar Thane West, Thane",5700000,495,375,Sq-ft,1,6,,Ready to Move,Semi-Furnished,0,0,0,0,0,Raunak Group,,,0,0,11515.15152
1 BHK Flat,,Apartment,Resale,Thane,Shivaji Nagar,"Shivaji Nagar, Thane",3500000,550,,,1,1,,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,6363.636364
1 BHK Flat,Saraswati Darshan,Apartment,Resale,Thane,Panch Pakhdi,"Panch Pakhdi, Thane",8000000,700,,,1,3,Freehold,Ready to Move,Unfurnished,0,0,0,1,0,,,,0,0,11428.57143
3 BHK Flat,,Builder Floor Apartment,Resale,Thane,Thane West,"Thane West, Thane",25000000,1000,,,2,4,,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,25000
,Flower Valley,Residential House,Resale,Thane,Khopat,,28000000,1800,,,3,,,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,0,0,15555.55556
2 BHK Flat,Saket Complex,Apartment,Resale,Thane,Thane West,"Thane West, Thane",10000000,680,,,2,5,Co-operative Society,Ready to Move,Furnished,0,0,0,0,0,Shakti Builders and Developers,,,0,0,14705.88235
1 BHK Flat,,Apartment,Resale,Thane,Thane West,"Thane West, Thane",12000000,450,,,1,7,,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,26666.66667
2 BHK Flat,,Apartment,New Property,Thane,Bhaskar Colony,"Bhaskar Colony, Thane",12110000,1150,717,Sq-ft,2,2,Freehold,Ready to Move,Unfurnished,0,0,0,1,0,,,,0,0,10530.43478
3 BHK Flat,,Apartment,Resale,Thane,Thane West,"Thane West, Thane",26000000,1200,900,Sq-ft,3,14,,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,0,0,21666.66667
1 BHK Flat,Pratap Tower,Apartment,Resale,Thane,Thane West,"Thane West, Thane",7000000,425,,,1,,,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,0,0,16470.58824
1 BHK Flat,,Apartment,Resale,Thane,Thane West,"Thane West, Thane",8700000,520,480,Sq-ft,1,1,,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,16730.76923
1 BHK Flat,Nand Park,Apartment,Resale,Thane,Thane West,"Thane West, Thane",7000000,586,455,Sq-ft,1,1,,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,0,0,11945.39249
2 BHK Flat,STG Marigold Siddheshwar Garden,Apartment,Resale,Thane,Kolshet Road,"Kolshet Road, Thane",12000000,995,,,2,10,,Ready to Move,Unfurnished,0,0,0,0,0,Shree Tirupati Group,,,0,0,12060.30151
2 BHK Flat,,Apartment,Resale,Thane,Naupada,"Naupada, Thane",13900000,717,,,2,2,,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,19386.33194
2 BHK Flat,Highland Park CHS,Apartment,Resale,Thane,Dhokali,"Dhokali, Thane",12500000,956,574,Sq-ft,2,18,,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,0,0,13075.31381
1 BHK Flat,,Apartment,Resale,Thane,Mahagiri Koliwada,"Mahagiri Koliwada, Thane",3500000,450,,,1,4,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,0,0,7777.777778
2 BHK Flat,Lodha Crown,Apartment,Resale,Thane,Majiwada,"Majiwada, Thane",9200000,475,,,2,19,,Ready to Move,Semi-Furnished,1,0,0,0,0,Lodha,,,0,0,19368.42105
2 BHK Flat,Lodha Paradise,Apartment,Resale,Thane,Majiwada,"Majiwada, Thane",11000000,815,,,2,3,,Ready to Move,Semi-Furnished,1,0,0,0,0,Lodha,,,0,0,13496.93252
1 BHK Flat,Lodha Casa Viva,Apartment,Resale,Thane,Majiwada,"Majiwada, Thane",8500000,454,454,Sq-ft,2,22,,Ready to Move,Unfurnished,1,0,0,0,0,Lodha,,,0,0,18722.46696
1 BHK Flat,Haware Intelligentia Spectrum,Apartment,Resale,Thane,Thane West,"Thane West, Thane",5500000,640,,,1,1,,Under Construction,Unfurnished,1,0,0,0,0,,,,0,0,8593.75
1 BHK Flat,,Apartment,Resale,Thane,Thane West,"Thane West, Thane",9000000,570,,,1,1,Freehold,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,0,0,15789.47368
1 BHK Flat,,Apartment,Resale,Thane,Vartak Nagar,"Vartak Nagar, Thane",8000000,650,,,2,3,,Ready to Move,Furnished,1,0,0,0,0,,,,0,0,12307.69231
2 BHK Flat,Kores Tower,Apartment,Resale,Thane,Vartak Nagar,"Vartak Nagar, Thane",16000000,951,689,Sq-ft,2,4,Co-operative Society,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,0,0,16824.39537
1 BHK Flat,Bhakti Park,Apartment,Resale,Thane,Anand Nagar Thane West,"Anand Nagar Thane West, Thane",5500000,421,,,1,5,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,0,0,13064.13302
2 BHK Flat,Buddhadev Vihar,Apartment,Resale,Thane,Manpada,"Manpada, Thane",11000000,890,,,2,4,,Ready to Move,Unfurnished,1,0,0,0,0,,,,0,0,12359.55056
2 BHK Flat,,Apartment,Resale,Thane,Naupada,"Naupada, Thane",11000000,840,600,Sq-ft,2,6,Co-operative Society,Ready to Move,Semi-Furnished,0,0,0,1,0,,,,0,0,13095.2381
1 BHK Flat,,Apartment,Resale,Thane,Naupada,"Naupada, Thane",6500000,625,475,Sq-ft,1,5,,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,10400
3 BHK Flat,Runwal Garden City,Apartment,Resale,Thane,Thane West,"Thane West, Thane",21800000,1675,,,3,25,,Ready to Move,Unfurnished,0,0,0,0,0,Runwal Developers,,,0,0,13014.92537
5 BHK Flat,Gagangiri Park,Apartment,Rent/Lease,Thane,Panch Pakhdi,"Panch Pakhdi, Thane",30000000,2300,1900,Sq-ft,3,,Co-operative Society,Ready to Move,Furnished,0,0,0,0,0,Gagangiri Group,,,0,0,13043.47826
1 BHK Flat,,Apartment,Resale,Thane,Bhayandarpada,"Bhayandarpada, Thane",3000000,415,320,Sq-ft,1,3,Co-operative Society,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,7228.915663
2 BHK Flat,Hubtown Greenwood,Apartment,Resale,Thane,Vartak Nagar,"Vartak Nagar, Thane",9000000,730,528,Sq-ft,2,25,Freehold,Ready to Move,Unfurnished,0,0,0,0,0,Hubtown Ltd.,,,0,0,12328.76712
2 BHK Flat,,Apartment,Resale,Thane,Bhayandarpada,"Bhayandarpada, Thane",16000000,1271,,,2,17,,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,12588.51298
,,Residential House,Resale,Thane,Savarkar Nagar,,20000000,2100,1500,Sq-ft,3,,Freehold,Ready to Move,Unfurnished,0,1,1,1,1,,,Monthly,0,0,9523.809524
1 BHK Flat,,Apartment,Resale,Thane,Balkum Naka,"Balkum Naka, Thane",3900000,615,615,Sq-ft,2,4,Freehold,Ready to Move,Semi-Furnished,0,1,1,1,1,,,Monthly,0,0,6341.463415
2 BHK Flat,,Apartment,Resale,Thane,Pokharan Road Number 1,"Pokharan Road Number 1, Thane",12400000,838,645,Sq-ft,2,8,Co-operative Society,Ready to Move,Unfurnished,0,1,1,1,1,,,Monthly,1,1,14797.13604
3 BHK Flat,Nyati Shubharambh Complex,Apartment,Resale,Thane,Thane West,"Thane West, Thane",16000000,1300,,,3,6,,Ready to Move,Furnished,0,0,0,0,0,Nyati Group,,,0,0,12307.69231
1 BHK Flat,,Apartment,Resale,Mumbai,Naupada,"Naupada, Mumbai",12700000,423,,,1,6,,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,0,0,30023.64066
2 BHK Flat,Geeta Society,Apartment,Resale,Thane,Charai,"Charai, Thane",11100000,912,761,Sq-ft,1,2,,Ready to Move,Furnished,0,0,0,0,0,,,,0,0,12171.05263
2 BHK Flat,,Apartment,Resale,Thane,Pokharan Road Number 2,"Pokharan Road Number 2, Thane",16000000,700,656,Sq-ft,2,19,Freehold,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,22857.14286
1 BHK Flat,,Apartment,Resale,Thane,Majiwada,"Majiwada, Thane",5700000,435,,,1,,Co-operative Society,Ready to Move,Semi-Furnished,0,0,0,1,0,,1200,Monthly,0,0,13103.44828
3 BHK Flat,Ashar Sapphire,Apartment,Resale,Thane,Kapurbawdi,"Kapurbawdi, Thane",24000000,1072,927,Sq-ft,3,26,,Ready to Move,Unfurnished,0,0,0,0,0,Ashar Group,,,0,0,22388.0597
1 BHK Flat,,Apartment,Resale,Thane,Naupada,"Naupada, Thane",8000000,533,,,1,5,,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,0,0,15009.38086
1 BHK Flat,,Apartment,Resale,Mumbai,Naupada,"Naupada, Mumbai",10200000,640,,,1,2,,Ready to Move,Unfurnished,1,0,0,0,0,,,,0,0,15937.5
2 BHK Flat,,Builder Floor Apartment,Resale,Thane,Majiwada,"Majiwada, Thane",3200000,340,,,1,1,,Ready to Move,Unfurnished,1,0,0,0,0,,,,0,0,9411.764706
2 BHK Flat,Avon,Apartment,Resale,Thane,Hiranandani Estate,"Hiranandani Estate, Thane",15000000,999,750,Sq-ft,2,14,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,0,0,15015.01502
2 BHK Flat,,Apartment,New Property,Thane,Kolbad,"Kolbad, Thane",9500000,700,638,Sq-ft,2,9,Co-operative Society,Ready to Move,Semi-Furnished,1,0,0,1,0,,,,0,0,13571.42857
2 BHK Flat,,Builder Floor Apartment,Resale,Thane,Panch Pakhdi,"Panch Pakhdi, Thane",12200000,847,,,2,1,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,0,0,14403.77804
1 BHK Flat,,Apartment,Resale,Thane,Bhayandarpada,"Bhayandarpada, Thane",7200000,495,,,1,14,,Ready to Move,Unfurnished,1,0,0,0,0,,,,0,0,14545.45455
1 BHK Flat,,Apartment,Resale,Thane,Thane West,"Thane West, Thane",8250000,550,,,1,1,Co-operative Society,Ready to Move,Furnished,1,0,0,0,0,,,,0,0,15000
2 BHK Flat,,Apartment,Resale,Thane,Thane West,"Thane West, Thane",8500000,465,,,2,4,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,0,0,18279.56989
2 BHK Flat,,Apartment,Resale,Thane,Kolshet Road,"Kolshet Road, Thane",12100000,885,,,2,10,,Ready to Move,Furnished,1,0,0,0,0,,,,0,0,13672.31638
1 BHK Flat,,Apartment,Resale,Thane,Thane West,"Thane West, Thane",9000000,436,,,2,27,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,1,1,20642.20183
1 BHK Flat,,Apartment,Resale,Thane,Thane West,"Thane West, Thane",8500000,615,475,Sq-ft,1,1,,Ready to Move,Unfurnished,1,0,0,0,0,,,,0,0,13821.13821
1 BHK Flat,Lodha Codename Premier,Apartment,New Property,Thane,Manpada,"Manpada, Thane",4800000,650,444,Sq-ft,2,8,Co-operative Society,Under Construction,Unfurnished,1,1,1,1,1,Lodha,1000,Monthly,0,0,7384.615385
3 BHK Flat,The Verraton,Apartment,Resale,Thane,Manpada,"Manpada, Thane",18000000,1000,,,2,6,Freehold,Ready to Move,Furnished,1,1,1,1,1,T. Bhimjyani Realty Pvt. Ltd.,,,0,0,18000
1 BHK Flat,Puraniks Grand Central,Apartment,New Property,Thane,Vartak Nagar,"Vartak Nagar, Thane",8000000,453,453,Sq-ft,2,27,Freehold,Under Construction,Semi-Furnished,1,1,1,1,1,Puranik Builders ltd.,,,0,0,17660.04415
3 BHK Flat,Lodha Amara,Apartment,Resale,Thane,Kolshet Road,"Kolshet Road, Thane",15600000,1185,1000,Sq-ft,3,16,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Lodha,,,0,0,13164.55696
2 BHK Flat,Rustomjee Urbania,Apartment,New Property,Thane,Majiwada,"Majiwada, Thane",13100000,1250,599,Sq-ft,2,30,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Rustomjee,25000,Monthly,1,1,10480
2 BHK Flat,Dosti Vijeta,Apartment,Resale,Thane,Vartak Nagar,"Vartak Nagar, Thane",11500000,864,540,Sq-ft,2,5,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,,4500,Monthly,1,1,13310.18519
2 BHK Flat,Palacia Kingston Phase 2,Apartment,Resale,Thane,Hiranandani Estate,"Hiranandani Estate, Thane",14500000,999,675,Sq-ft,2,7,Co-operative Society,Ready to Move,Furnished,0,1,1,1,1,Madhav Constructions,,,0,0,14514.51451
2 BHK Flat,,Apartment,Resale,Thane,Vishnu Nagar,"Vishnu Nagar, Thane",22500000,1200,750,Sq-ft,2,15,,Ready to Move,Furnished,0,0,0,0,0,,,,0,0,18750
2 BHK Flat,Nisarg Tapovan,Apartment,Resale,Thane,Patlipada,"Patlipada, Thane",9000000,850,650,,2,7,Freehold,Ready to Move,Unfurnished,0,0,0,0,0,,,,5,0,10588.23529
2 BHK Flat,minal Chhaya CHS,Apartment,Resale,Thane,Panch Pakhdi,"Panch Pakhdi, Thane",12200000,1000,,,3,4,Co-operative Society,Ready to Move,Unfurnished,0,1,1,1,1,,2500,Monthly,1,0,12200
2 BHK Flat,Tata Serein,Apartment,Resale,Thane,Pokharan Road Number 2,"Pokharan Road Number 2, Thane",22000000,651,,,2,30,,Ready to Move,Unfurnished,0,0,0,0,0,TATA Housing Development Company Ltd.,,,0,0,33794.16283
1 BHK Flat,,Apartment,Resale,Thane,Thane West,"Thane West, Thane",8000000,571,,,1,6,Freehold,Ready to Move,Semi-Furnished,0,1,1,1,1,,,,1,1,14010.50788
2 BHK Flat,,Apartment,Resale,Thane,Teen Hath Naka,"Teen Hath Naka, Thane",22500000,1317,800,Sq-ft,2,7,,Ready to Move,Unfurnished,1,1,0,1,0,,2,Monthly,0,0,17084.28246
1 BHK Flat,Pioneer Park,Apartment,Resale,Thane,Thane West,"Thane West, Thane",7000000,650,,,2,7,,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,0,0,10769.23077
1 BHK Flat,shree laxmi park vartak nagar thane,Apartment,Resale,Thane,Lokmanya Nagar,"Lokmanya Nagar, Thane",7300000,569,450,Sq-ft,1,4,,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,0,0,12829.52548
1 BHK Flat,Lodha Amara,Apartment,Resale,Thane,Kolshet Road,"Kolshet Road, Thane",8500000,665,,,2,18,,Ready to Move,Furnished,0,0,0,0,0,Lodha,,,1,1,12781.95489
2 BHK Flat,Saket Nagari,Apartment,Resale,Thane,Thane West,"Thane West, Thane",7200000,820,685,Sq-ft,2,4,Co-operative Society,Ready to Move,Semi-Furnished,0,0,0,0,0,Saket Group,,,0,0,8780.487805
,,Residential House,Resale,Thane,Vartak Nagar,,11400000,965,700,Sq-ft,2,6,Freehold,Ready to Move,Unfurnished,0,0,0,0,0,,,Monthly,5,1,11813.4715
1 BHK Flat,,Apartment,Resale,Thane,Khopat,"Khopat, Thane",2850000,300,,,1,4,Co-operative Society,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,1,0,9500
1 BHK Flat,,Apartment,Resale,Thane,Thane West,"Thane West, Thane",2400000,325,,,1,7,,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,0,0,7384.615385
2 BHK Flat,Highland Park,Apartment,Resale,Thane,Kolshet Road,"Kolshet Road, Thane",14000000,792,,,3,17,,Ready to Move,Unfurnished,1,0,0,0,0,Siddhi Group,,,0,0,17676.76768
2 BHK Flat,Sheth Vasant Lawns,Apartment,Resale,Thane,Majiwada,"Majiwada, Thane",19500000,1130,830,Sq-ft,2,16,,Ready to Move,Furnished,1,0,0,0,0,Ashwin Sheth Group,,,0,0,17256.63717
1 BHK Flat,Ganesh Niwas CHS,Apartment,Resale,Thane,Charai,"Charai, Thane",9000000,515,,,1,4,,Ready to Move,Unfurnished,1,0,0,0,0,,,,0,0,17475.72816
2 BHK Flat,Vakratunda Residency,Apartment,Resale,Thane,Dhokali,"Dhokali, Thane",11500000,1050,721,Sq-ft,2,9,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,0,0,10952.38095
2 BHK Flat,Rutu Enclave,Apartment,Resale,Thane,Anand Nagar Thane West,"Anand Nagar Thane West, Thane",8000000,880,,,2,2,,Ready to Move,Semi-Furnished,1,0,0,0,0,Rutu Group,,,0,0,9090.909091
2 BHK Flat,VICTORIA VFVA LODHA PARADISE,Apartment,Resale,Thane,Majiwada,"Majiwada, Thane",12500000,1044,760,Sq-ft,2,11,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,0,0,11973.18008
2 BHK Flat,,Apartment,Resale,Thane,Anand Nagar Thane West,"Anand Nagar Thane West, Thane",9300000,699,,,2,6,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,0,0,13304.72103
2 BHK Flat,,Builder Floor Apartment,Resale,Thane,Thane West,"Thane West, Thane",11200000,790,700,Sq-ft,2,3,Freehold,Ready to Move,Semi-Furnished,1,0,0,0,0,,2300,Monthly,1,0,14177.21519
1 BHK Flat,Lodha Amara,Apartment,Resale,Thane,Kolshet Road,"Kolshet Road, Thane",7500000,450,,,2,2,,Ready to Move,Unfurnished,1,0,0,0,0,Lodha,,,1,1,16666.66667
3 BHK Flat,,Apartment,Resale,Thane,Waghbil,"Waghbil, Thane",18000000,1350,,,3,25,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,0,0,13333.33333
1 BHK Flat,,Apartment,Resale,Thane,Vartak Nagar,"Vartak Nagar, Thane",5000000,330,325,Sq-ft,1,,Co-operative Society,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,15151.51515
2 BHK Flat,Vedant Apartments,Apartment,Resale,Thane,Thane West,"Thane West, Thane",6000000,850,,,2,6,Co-operative Society,Ready to Move,Unfurnished,0,0,0,0,0,Vedant Buildcon,,Monthly,0,0,7058.823529
2 BHK Flat,Cosmos Paradise Cirrus,Apartment,Resale,Thane,Pokharan Road Number 2,"Pokharan Road Number 2, Thane",11500000,900,666,Sq-ft,2,1,,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,0,0,12777.77778
3 BHK Flat,Lodha Amara,Apartment,Resale,Thane,Kolshet Road,"Kolshet Road, Thane",16500000,1400,955,Sq-ft,3,23,Freehold,Ready to Move,Semi-Furnished,0,1,1,1,1,Lodha,2500,Monthly,2,1,11785.71429
2 BHK Flat,Runwal Estate,Apartment,Resale,Thane,Manpada,"Manpada, Thane",12000000,770,,,2,10,,Ready to Move,Furnished,0,0,0,0,0,Runwal Developers,,,0,0,15584.41558
2 BHK Flat,,Apartment,Resale,Thane,Balkum Naka,"Balkum Naka, Thane",4000000,565,,,1,7,Freehold,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,0,0,7079.646018
1 BHK Flat,,Apartment,Resale,Thane,Uthalsar,"Uthalsar, Thane",6600000,610,,,1,,,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,10819.67213
3 BHK Flat,Arihant Tower,Apartment,Resale,Thane,Thane West,"Thane West, Thane",20000000,1360,1000,Sq-ft,2,3,Co-operative Society,Ready to Move,Furnished,0,1,1,1,1,,,,1,0,14705.88235
2 BHK Flat,,Apartment,Resale,Thane,Mahagiri Koliwada,"Mahagiri Koliwada, Thane",11500000,1200,,,3,10,,Ready to Move,Furnished,0,0,0,0,0,,,,0,0,9583.333333
1 BHK Flat,Aakar Park,Apartment,Resale,Thane,Charai,"Charai, Thane",7500000,560,560,Sq-ft,1,3,Freehold,Ready to Move,Semi-Furnished,0,1,1,1,1,Aakar Group,,Monthly,0,0,13392.85714
1 BHK Flat,,Apartment,Resale,Thane,Naupada,"Naupada, Thane",7500000,462,379,Sq-ft,1,2,Freehold,Ready to Move,Unfurnished,0,0,0,0,0,,2000,Quarterly,0,0,16233.76623
2 BHK Flat,Maitri Nirmal,Apartment,New Property,Thane,Louis Wadi,"Louis Wadi, Thane",14000000,980,865,Sq-ft,2,5,Co-operative Society,Ready to Move,Semi-Furnished,0,1,1,1,1,,,,1,0,14285.71429
4 BHK Flat,,Apartment,Resale,Thane,Naupada,"Naupada, Thane",35000000,2100,1500,Sq-ft,4,6,Freehold,Ready to Move,Unfurnished,0,1,1,1,1,,,,0,0,16666.66667
1 BHK Flat,Gulmohar Apartment,Apartment,Resale,Thane,Manpada,"Manpada, Thane",3400000,585,,,1,3,,Ready to Move,Furnished,0,0,0,0,0,Gulmohar Builders,,,0,0,5811.965812
2 BHK Flat,,Apartment,Resale,Thane,Thane West,"Thane West, Thane",8500000,738,,,2,7,,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,0,0,11517.61518
1 BHK Flat,Highland Park,Apartment,Resale,Thane,Kolshet Road,"Kolshet Road, Thane",7600000,550,392,Sq-ft,1,18,,Ready to Move,Unfurnished,0,0,0,0,0,Siddhi Group,,,0,0,13818.18182
1 BHK Flat,,Apartment,Resale,Thane,Manpada,"Manpada, Thane",4500000,440,,,1,3,,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,10227.27273
2 BHK Flat,Laxmi Park,Apartment,Resale,Thane,Vartak Nagar,"Vartak Nagar, Thane",10000000,850,,,2,4,,Ready to Move,Furnished,0,0,0,0,0,,,,0,0,11764.70588
2 BHK Flat,Highland Park,Apartment,Resale,Thane,Kolshet Road,"Kolshet Road, Thane",13000000,935,,,2,6,,Ready to Move,Semi-Furnished,0,0,0,0,0,Siddhi Group,,,0,0,13903.74332
1 BHK Flat,,Apartment,Resale,Thane,Wagle Industrial Estate,"Wagle Industrial Estate, Thane",7500000,715,,,2,3,,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,0,0,10489.51049
2 BHK Flat,Rosa Royale,Apartment,Resale,Thane,Hiranandani Estate,"Hiranandani Estate, Thane",11000000,611,,,2,13,,Ready to Move,Semi-Furnished,1,0,0,0,0,Rosa Group,,,0,0,18003.27332
2 BHK Flat,Asiatic Enclave,Apartment,Resale,Thane,Vartak Nagar,"Vartak Nagar, Thane",14000000,918,750,Sq-ft,2,7,,Ready to Move,Semi-Furnished,1,0,0,0,0,Natasha Developers,,,0,0,15250.54466
3 BHK Flat,,Apartment,Resale,Thane,Waghbil,"Waghbil, Thane",14500000,1650,1015,Sq-ft,3,,Co-operative Society,Ready to Move,Unfurnished,1,0,0,0,0,,,,5,1,8787.878788
1 BHK Flat,Natasha Enclave,Apartment,Resale,Thane,Vartak Nagar,"Vartak Nagar, Thane",9000000,700,,,2,12,,Ready to Move,Unfurnished,1,0,0,0,0,Natasha Developers,,,0,0,12857.14286
1 BHK Flat,Lodha Casa Viva,Apartment,Resale,Thane,Majiwada,"Majiwada, Thane",8500000,454,,,2,15,Freehold,Ready to Move,Unfurnished,1,0,0,0,0,Lodha,,,1,1,18722.46696
2 BHK Flat,,Apartment,Resale,Thane,Manpada,"Manpada, Thane",11200000,885,632,Sq-ft,2,14,Freehold,Ready to Move,Furnished,1,0,1,0,1,,,,1,0,12655.36723
1 BHK Flat,Imperial Square,Apartment,Resale,Thane,Bhayandarpada,"Bhayandarpada, Thane",4600000,550,,,1,1,,Ready to Move,Furnished,1,0,0,0,0,Squarefeet Group,,,0,0,8363.636364
